Time,hall_calls,hall_up,hall_down,origin_entropy,stops,stop_entropy,departures,load_in,load_out,maint_ratio,up_ratio,down_ratio,sin_day,cos_day,activity,cluster
2025-11-09 16:55:00,4,2,2,0.9463946303541684,6,0.9591479170241866,6,336,315,0.0,0.5,0.5,-0.9600498543859286,-0.27982901403099236,8.2,1
2025-11-09 17:00:00,4,0,4,0.9463946303541684,8,0.8749999999969569,8,609,672,0.0,0.0,1.0,-0.9659258262890683,-0.25881904510252063,9.6,1
2025-11-09 17:05:00,1,0,1,-1.0,2,0.9999999999963932,2,84,84,0.0,0.0,1.0,-0.9713420698132613,-0.23768589232617343,2.4,2
2025-11-09 17:10:00,2,2,0,-1.0,2,0.9999999999963932,2,231,252,0.0,1.0,0.0,-0.9762960071199334,-0.21643961393810282,3.4,5
2025-11-09 17:15:00,2,2,0,-1.0,2,0.9999999999963932,2,189,147,0.0,1.0,0.0,-0.9807852804032303,-0.19509032201612866,3.4,5
2025-11-09 17:20:00,2,1,1,0.9999999999963932,4,0.9999999999969343,4,105,84,0.0,0.5,0.5,-0.984807753012208,-0.17364817766693033,4.8,1
2025-11-09 17:25:00,0,0,0,0.0,0,0.0,0,63,63,0.0,0.0,0.0,-0.9883615104677607,-0.15212338618991714,0.0,0
2025-11-09 17:30:00,1,0,1,-1.0,2,0.9999999999963932,2,105,84,0.0,0.0,1.0,-0.9914448613738104,-0.13052619222005163,2.4,2
2025-11-09 17:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.9940563382223195,-0.10886687485196507,0.0,0
2025-11-09 17:40:00,2,1,1,0.9999999999963932,3,0.9999999999969659,3,231,210,0.0,0.5,0.5,-0.9961946980917455,-0.08715574274765825,4.1,1
2025-11-09 17:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.9978589232386035,-0.06540312923014362,0.0,0
2025-11-09 17:50:00,1,0,1,-1.0,3,0.9999999999969659,3,126,84,0.0,0.0,1.0,-0.9990482215818578,-0.04361938736533613,3.1,2
2025-11-09 17:55:00,2,0,2,0.9999999999963932,4,0.9999999999969343,5,336,105,0.0,0.0,1.0,-0.9997620270799091,-0.021814885034560836,5.0,1
2025-11-09 18:00:00,2,1,1,0.9999999999963932,4,0.9463946303541684,4,231,357,0.0,0.5,0.5,-1.0,-1.8369701987210297e-16,4.8,1
2025-11-09 18:05:00,5,3,2,0.8649735207149339,7,0.916516443196382,9,315,315,0.0,0.6,0.4,-0.9997620270799091,0.021814885034561356,10.3,1
2025-11-09 18:10:00,1,0,1,-1.0,5,0.9602297178577391,2,105,126,0.0,0.0,1.0,-0.9990482215818578,0.043619387365335764,3.9,2
2025-11-09 18:15:00,6,5,1,0.6500224216449999,13,0.9473539682677163,13,609,861,0.0,0.8333333333333334,0.16666666666666666,-0.9978589232386036,0.06540312923014237,15.1,5
2025-11-09 18:20:00,4,4,0,-1.0,6,0.9591479170241866,7,609,567,0.0,1.0,0.0,-0.9961946980917455,0.08715574274765789,8.4,5
2025-11-09 18:25:00,1,0,1,-1.0,2,0.9999999999963932,2,84,105,0.0,0.0,1.0,-0.9940563382223196,0.10886687485196471,2.4,2
2025-11-09 18:30:00,1,0,1,-1.0,2,0.9999999999963932,2,105,63,0.0,0.0,1.0,-0.9914448613738104,0.13052619222005213,2.4,2
2025-11-09 18:35:00,1,0,1,-1.0,2,0.9999999999963932,2,42,63,0.0,0.0,1.0,-0.9883615104677607,0.15212338618991678,2.4,2
2025-11-09 18:40:00,1,0,1,-1.0,2,0.9999999999963932,2,84,21,0.0,0.0,1.0,-0.9848077530122081,0.17364817766692997,2.4,2
2025-11-09 18:45:00,1,1,0,-1.0,3,0.9999999999969659,3,105,315,0.0,1.0,0.0,-0.9807852804032304,0.1950903220161283,3.1,5
2025-11-09 18:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.9762960071199335,0.21643961393810246,0.0,0
2025-11-09 18:55:00,2,0,2,-1.0,3,0.9182958340509417,3,168,126,0.0,0.0,1.0,-0.9713420698132614,0.23768589232617307,4.1,2
2025-11-09 19:00:00,1,1,0,-1.0,1,-1.0,2,189,147,0.0,1.0,0.0,-0.9659258262890682,0.25881904510252113,1.9,0
2025-11-09 19:05:00,1,0,1,-1.0,2,-1.0,1,63,105,0.0,0.0,1.0,-0.9600498543859287,0.279829014030992,2.2,0
2025-11-09 19:10:00,3,2,1,0.9182958340509417,2,0.9999999999963932,4,294,147,0.0,0.6666666666666666,0.3333333333333333,-0.953716950748227,0.3007057995042726,4.8,1
2025-11-09 19:15:00,2,0,2,-1.0,4,0.9999999999963932,2,168,336,0.0,0.0,1.0,-0.9469301294951057,0.3214394653031615,4.4,2
2025-11-09 19:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.9396926207859085,0.34202014332566816,0.0,0
2025-11-09 19:25:00,1,0,1,-1.0,2,0.9999999999963932,2,105,105,0.0,0.0,1.0,-0.9320078692827986,0.36243803828370147,2.4,2
2025-11-09 19:30:00,3,1,2,0.9999999999969659,5,0.999999999996769,5,336,399,0.0,0.3333333333333333,0.6666666666666666,-0.9238795325112866,0.38268343236509,6.5,1
2025-11-09 19:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.9153114791194472,0.402746689858737,0.0,0
2025-11-09 19:40:00,4,3,1,0.9999999999969343,7,0.8699155297706314,7,462,357,0.0,0.75,0.25,-0.9063077870366498,0.4226182617406996,8.9,5
2025-11-09 19:45:00,2,0,2,0.9999999999963932,4,0.9463946303541684,4,210,336,0.0,0.0,1.0,-0.8968727415326884,0.442288690219001,4.8,1
2025-11-09 19:50:00,1,1,0,-1.0,2,0.9999999999963932,2,105,105,0.0,1.0,0.0,-0.887010833178222,0.46174861323503325,2.4,5
2025-11-09 19:55:00,1,1,0,-1.0,2,0.9999999999963932,2,84,63,0.0,1.0,0.0,-0.8767267557075079,0.48098876891938736,2.4,5
2025-11-09 20:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.0,0
2025-11-09 20:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.8549118706729468,0.5187732581605211,0.0,0
2025-11-09 20:10:00,1,0,1,-1.0,2,0.9999999999963932,2,126,84,0.0,0.0,1.0,-0.8433914458128857,0.5372996083468239,2.4,2
2025-11-09 20:15:00,2,0,2,0.9999999999963932,1,-1.0,1,84,105,0.0,0.0,1.0,-0.8314696123025455,0.5555702330196018,2.7,1
2025-11-09 20:20:00,1,0,1,-1.0,4,0.9463946303541684,5,231,231,0.0,0.0,1.0,-0.8191520442889918,0.573576436351046,4.0,2
2025-11-09 20:25:00,2,2,0,-1.0,4,0.8112781244556622,3,84,231,0.0,1.0,0.0,-0.8064446042674829,0.591309648363582,4.6,5
2025-11-09 20:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.7933533402912352,0.6087614290087205,0.0,0
2025-11-09 20:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.7798844830928816,0.6259234721840593,0.0,0
2025-11-09 20:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.7660444431189781,0.6427876096865393,0.0,0
2025-11-09 20:45:00,1,1,0,-1.0,2,0.9999999999963932,2,42,21,0.0,1.0,0.0,-0.7518398074789777,0.6593458151000684,2.4,5
2025-11-09 20:50:00,0,0,0,0.0,1,-1.0,1,0,63,0.0,0.0,0.0,-0.7372773368101242,0.6755902076156601,0.7,0
2025-11-09 20:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.7223639620597561,0.6915130557822688,0.0,0
2025-11-09 21:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.7071067811865477,0.7071067811865474,0.0,0
2025-11-09 21:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.6915130557822692,0.7223639620597557,0.0,0
2025-11-09 21:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.6755902076156605,0.7372773368101239,0.0,0
2025-11-09 21:15:00,4,2,2,0.9463946303541684,5,0.9602297178577391,5,189,210,0.0,0.5,0.5,-0.6593458151000687,0.7518398074789775,7.5,1
2025-11-09 21:20:00,0,0,0,0.0,3,0.9999999999969659,3,189,252,0.0,0.0,0.0,-0.6427876096865396,0.7660444431189778,2.1,0
2025-11-09 21:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.6259234721840596,0.7798844830928813,0.0,0
2025-11-09 21:30:00,1,0,1,-1.0,2,0.9999999999963932,2,105,147,0.0,0.0,1.0,-0.608761429008721,0.7933533402912349,2.4,2
2025-11-09 21:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.5913096483635824,0.8064446042674827,0.0,0
2025-11-09 21:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.5735764363510465,0.8191520442889916,0.0,0
2025-11-09 21:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.5555702330196022,0.8314696123025452,0.0,0
2025-11-09 21:50:00,1,0,1,-1.0,2,0.9999999999963932,2,84,84,0.0,0.0,1.0,-0.5372996083468242,0.8433914458128855,2.4,2
2025-11-09 21:55:00,2,1,1,0.9999999999963932,3,0.9182958340509417,3,168,147,0.0,0.5,0.5,-0.5187732581605222,0.8549118706729462,4.1,1
2025-11-09 22:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.5000000000000004,0.8660254037844384,0.0,0
2025-11-09 22:05:00,2,2,0,0.9999999999963932,2,0.9999999999963932,2,84,84,0.0,1.0,0.0,-0.48098876891938774,0.8767267557075077,3.4,5
2025-11-09 22:10:00,1,1,0,-1.0,3,0.9999999999969659,3,168,189,0.0,1.0,0.0,-0.46174861323503363,0.8870108331782218,3.1,5
2025-11-09 22:15:00,1,0,1,-1.0,4,0.9463946303541684,4,252,399,0.0,0.0,1.0,-0.4422886902190014,0.8968727415326883,3.8,2
2025-11-09 22:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.4226182617407,0.9063077870366497,0.0,0
2025-11-09 22:25:00,1,0,1,-1.0,3,0.9999999999969659,3,84,105,0.0,0.0,1.0,-0.40274668985873824,0.9153114791194467,3.1,2
2025-11-09 22:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.38268343236508956,0.9238795325112868,0.0,0
2025-11-09 22:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.36243803828370186,0.9320078692827984,0.0,0
2025-11-09 22:40:00,1,1,0,-1.0,1,-1.0,1,63,42,0.0,1.0,0.0,-0.3420201433256686,0.9396926207859084,1.7,0
2025-11-09 22:45:00,1,0,1,-1.0,3,0.9999999999969659,3,63,84,0.0,0.0,1.0,-0.32143946530316186,0.9469301294951056,3.1,2
2025-11-09 22:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.30070579950427384,0.9537169507482267,0.0,0
2025-11-09 22:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.27982901403099325,0.9600498543859284,0.0,0
2025-11-09 23:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.2588190451025207,0.9659258262890683,0.0,0
2025-11-09 23:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.2376858923261735,0.9713420698132613,0.0,0
2025-11-09 23:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.21643961393810288,0.9762960071199334,0.0,0
2025-11-09 23:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.19509032201612872,0.9807852804032303,0.0,0
2025-11-09 23:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.17364817766693127,0.9848077530122079,0.0,0
2025-11-09 23:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.15212338618991633,0.9883615104677608,0.0,0
2025-11-09 23:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.13052619222005168,0.9914448613738104,0.0,0
2025-11-09 23:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.10886687485196514,0.9940563382223195,0.0,0
2025-11-09 23:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.08715574274765832,0.9961946980917455,0.0,0
2025-11-09 23:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.06540312923014367,0.9978589232386035,0.0,0
2025-11-09 23:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.043619387365335306,0.9990482215818578,0.0,0
2025-11-09 23:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-0.0218148850345609,0.9997620270799091,0.0,0
2025-11-10 00:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0
2025-11-10 00:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.02181488503456112,0.9997620270799091,0.0,0
2025-11-10 00:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.043619387365336,0.9990482215818578,0.0,0
2025-11-10 00:15:00,1,0,1,-1.0,2,0.9999999999963932,2,189,147,0.0,0.0,1.0,0.06540312923014306,0.9978589232386035,2.4,2
2025-11-10 00:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.08715574274765817,0.9961946980917455,0.0,0
2025-11-10 00:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.10886687485196457,0.9940563382223196,0.0,0
2025-11-10 00:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.13052619222005157,0.9914448613738104,0.0,0
2025-11-10 00:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.1521233861899167,0.9883615104677607,0.0,0
2025-11-10 00:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.17364817766693033,0.984807753012208,0.0,0
2025-11-10 00:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.19509032201612825,0.9807852804032304,0.0,0
2025-11-10 00:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.21643961393810288,0.9762960071199334,0.0,0
2025-11-10 00:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.2376858923261731,0.9713420698132614,0.0,0
2025-11-10 01:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,0.0,0
2025-11-10 01:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.2798290140309921,0.9600498543859287,0.0,0
2025-11-10 01:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.3007057995042731,0.9537169507482269,0.0,0
2025-11-10 01:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.3214394653031616,0.9469301294951057,0.0,0
2025-11-10 01:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.3420201433256687,0.9396926207859084,0.0,0
2025-11-10 01:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.36243803828370164,0.9320078692827986,0.0,0
2025-11-10 01:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.3826834323650898,0.9238795325112867,0.0,0
2025-11-10 01:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.40274668985873724,0.9153114791194471,0.0,0
2025-11-10 01:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.42261826174069944,0.9063077870366499,0.0,0
2025-11-10 01:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.4422886902190013,0.8968727415326883,0.0,0
2025-11-10 01:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.4617486132350339,0.8870108331782217,0.0,0
2025-11-10 01:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.48098876891938763,0.8767267557075077,0.0,0
2025-11-10 02:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0.0,0
2025-11-10 02:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.5187732581605213,0.8549118706729466,0.0,0
2025-11-10 02:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.5372996083468238,0.8433914458128857,0.0,0
2025-11-10 02:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.5555702330196022,0.8314696123025452,0.0,0
2025-11-10 02:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.573576436351046,0.8191520442889918,0.0,0
2025-11-10 02:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.5913096483635824,0.8064446042674827,0.0,0
2025-11-10 02:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.6087614290087207,0.7933533402912352,0.0,0
2025-11-10 02:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.6259234721840591,0.7798844830928818,0.0,0
2025-11-10 02:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.6427876096865393,0.766044443118978,0.0,0
2025-11-10 02:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.6593458151000688,0.7518398074789774,0.0,0
2025-11-10 02:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.6755902076156602,0.7372773368101241,0.0,0
2025-11-10 02:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.6915130557822693,0.7223639620597556,0.0,0
2025-11-10 03:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0
2025-11-10 03:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.7223639620597555,0.6915130557822694,0.0,0
2025-11-10 03:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.7372773368101241,0.6755902076156602,0.0,0
2025-11-10 03:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.7518398074789773,0.659345815100069,0.0,0
2025-11-10 03:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.766044443118978,0.6427876096865394,0.0,0
2025-11-10 03:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.7798844830928817,0.6259234721840591,0.0,0
2025-11-10 03:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.7933533402912352,0.6087614290087207,0.0,0
2025-11-10 03:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8064446042674825,0.5913096483635825,0.0,0
2025-11-10 03:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8191520442889918,0.573576436351046,0.0,0
2025-11-10 03:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8314696123025452,0.5555702330196023,0.0,0
2025-11-10 03:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8433914458128856,0.5372996083468239,0.0,0
2025-11-10 03:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8549118706729466,0.5187732581605216,0.0,0
2025-11-10 04:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.0,0
2025-11-10 04:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8767267557075077,0.48098876891938774,0.0,0
2025-11-10 04:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8870108331782216,0.4617486132350341,0.0,0
2025-11-10 04:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8968727415326884,0.44228869021900125,0.0,0
2025-11-10 04:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9063077870366499,0.42261826174069944,0.0,0
2025-11-10 04:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9153114791194471,0.40274668985873724,0.0,0
2025-11-10 04:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9238795325112867,0.38268343236508984,0.0,0
2025-11-10 04:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9320078692827984,0.3624380382837017,0.0,0
2025-11-10 04:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9396926207859083,0.3420201433256688,0.0,0
2025-11-10 04:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9469301294951057,0.3214394653031615,0.0,0
2025-11-10 04:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9537169507482268,0.3007057995042733,0.0,0
2025-11-10 04:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9600498543859287,0.27982901403099203,0.0,0
2025-11-10 05:00:00,3,3,0,-1.0,1,-1.0,2,84,105,0.0,1.0,0.0,0.9659258262890683,0.25881904510252074,3.9,0
2025-11-10 05:05:00,6,6,0,-1.0,13,0.8879294741192746,13,336,420,0.0,1.0,0.0,0.9713420698132614,0.2376858923261731,15.1,5
2025-11-10 05:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9762960071199334,0.2164396139381029,0.0,0
2025-11-10 05:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9807852804032304,0.19509032201612833,0.0,0
2025-11-10 05:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.984807753012208,0.17364817766693041,0.0,0
2025-11-10 05:25:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9883615104677607,0.1521233861899168,0.0,0
2025-11-10 05:30:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9914448613738104,0.1305261922200517,0.0,0
2025-11-10 05:35:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9940563382223196,0.10886687485196474,0.0,0
2025-11-10 05:40:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9961946980917455,0.08715574274765814,0.0,0
2025-11-10 05:45:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9978589232386035,0.06540312923014305,0.0,0
2025-11-10 05:50:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9990482215818578,0.04361938736533623,0.0,0
2025-11-10 05:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9997620270799091,0.02181488503456116,0.0,0
2025-11-10 06:00:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.0,0
2025-11-10 06:05:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9997620270799091,-0.021814885034561256,0.0,0
2025-11-10 06:10:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9990482215818578,-0.04361938736533589,0.0,0
2025-11-10 06:15:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9978589232386035,-0.06540312923014292,0.0,0
2025-11-10 06:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9961946980917455,-0.08715574274765824,0.0,0
2025-11-10 06:25:00,1,1,0,-1.0,1,-1.0,1,0,0,0.0,1.0,0.0,0.9940563382223196,-0.10886687485196461,1.7,0
2025-11-10 06:30:00,1,1,0,-1.0,3,0.9182958340509417,3,168,126,0.0,1.0,0.0,0.9914448613738105,-0.13052619222005138,3.1,5
2025-11-10 06:35:00,1,1,0,-1.0,3,0.9999999999969659,3,84,84,0.0,1.0,0.0,0.9883615104677607,-0.1521233861899167,3.1,5
2025-11-10 06:40:00,3,3,0,0.9182958340509417,4,0.9463946303541684,5,147,168,0.0,1.0,0.0,0.984807753012208,-0.1736481776669303,6.0,5
2025-11-10 06:45:00,3,3,0,0.9182958340509417,8,0.8868595071399149,7,315,315,0.0,1.0,0.0,0.9807852804032305,-0.19509032201612797,8.4,5
2025-11-10 06:50:00,6,6,0,0.6500224216449999,11,0.9122066329297683,13,609,315,0.0,1.0,0.0,0.9762960071199334,-0.2164396139381028,14.1,5
2025-11-10 06:55:00,3,3,0,0.9182958340509417,6,0.9206198357112949,5,147,504,0.0,1.0,0.0,0.9713420698132614,-0.237685892326173,7.0,5
2025-11-10 07:00:00,1,1,0,-1.0,1,-1.0,2,105,21,0.0,1.0,0.0,0.9659258262890683,-0.25881904510252085,1.9,0
2025-11-10 07:05:00,2,2,0,-1.0,5,0.9602297178577391,4,273,336,0.0,1.0,0.0,0.9600498543859287,-0.2798290140309919,5.3,5
2025-11-10 07:10:00,1,1,0,-1.0,2,0.9999999999963932,2,168,168,0.0,1.0,0.0,0.9537169507482269,-0.30070579950427295,2.4,5
2025-11-10 07:15:00,6,4,2,0.7896900821398772,6,0.7896900821398772,8,336,357,0.0,0.6666666666666666,0.3333333333333333,0.9469301294951057,-0.3214394653031616,10.6,5
2025-11-10 07:20:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.9396926207859084,-0.3420201433256687,0.0,0
2025-11-10 07:25:00,5,4,1,0.8649735207149339,12,0.9517961807319402,12,693,735,0.0,0.8,0.2,0.9320078692827986,-0.3624380382837014,13.4,5
2025-11-10 07:30:00,4,3,1,0.9463946303541684,6,0.9999999999965583,6,504,714,0.0,0.75,0.25,0.9238795325112867,-0.3826834323650897,8.2,5
2025-11-10 07:35:00,6,5,1,0.8962406251772421,6,0.9999999999965583,9,525,357,0.0,0.8333333333333334,0.16666666666666666,0.9153114791194472,-0.40274668985873713,10.8,5
2025-11-10 07:40:00,7,1,6,0.5916727785790152,12,0.8223773393586928,12,546,567,0.0,0.14285714285714285,0.8571428571428571,0.90630778703665,-0.42261826174069933,15.4,1
2025-11-10 07:45:00,7,7,0,-1.0,11,0.9549655329542883,10,357,546,0.0,1.0,0.0,0.8968727415326884,-0.44228869021900113,14.5,5
2025-11-10 07:50:00,6,3,3,0.9999999999963932,9,0.9101415926447606,9,357,357,0.0,0.5,0.5,0.8870108331782218,-0.4617486132350338,12.3,5
2025-11-10 07:55:00,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.8767267557075078,-0.48098876891938747,0.0,0
2025-11-10 08:00:00,2,1,1,0.9999999999963932,4,0.9463946303541684,4,189,189,0.0,0.5,0.5,0.8660254037844387,-0.4999999999999998,4.8,5
2025-11-10 08:05:00,2,1,1,0.9999999999963932,2,0.9999999999963932,3,168,84,0.0,0.5,0.5,0.8549118706729467,-0.5187732581605212,3.6,5
2025-11-10 08:10:00,3,3,0,-1.0,4,0.9999999999969343,4,168,126,0.0,1.0,0.0,0.8433914458128858,-0.5372996083468236,5.8,5
2025-11-10 08:15:00,6,6,0,0.6500224216449999,6,0.9591479170241866,9,336,336,0.0,1.0,0.0,0.8314696123025451,-0.5555702330196023,10.8,5
2025-11-10 08:20:00,6,4,2,0.7896900821398772,11,0.9487695103552378,11,441,420,0.0,0.6666666666666666,0.3333333333333333,0.819152044288992,-0.5735764363510458,13.7,5
